PSF Region	PSFs PSF Name	PSF Name (in-game)	x	y	PSF Ownership in 1080	PSF Value	PSF Garrison Ancillary Image	PSF Garrison?	PSF Garrison Unit	PSF Appearance (culture)	Actual Appearance	PSF Battle Model
Erzurum_Province	Eleskirt	Valasjird	385	191	seljuks	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Kars	Karuts	386	196	seljuks	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Ani	Ani	389	196	seljuks	4500	default_title.tga	yes	Peasants	northern_european	Greek large city	stone_fort_a
Erzurum_Province	Dogubeyazit	Daroynk'	393	188	seljuks	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Vagharshapat	Vagharshapat	394	194	seljuks	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Dvin	Dvin	395	192	seljuks	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Erzurum_Province	Yerevan	Yerevan	396	194	seljuks	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Erzincan	Keltzene	365	190	slave	2250	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Erzurum_Province	Sadak	Satala	365	192	slave	300	default_title.tga	yes	Peasants	northern_european	Greek town	stone_fort_a
Erzurum_Province	Bayburt	Baburt	369	194	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Tercan	Derzene	370	189	slave	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Malazgirt	Manazkert	383	185	slave	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Gevas	Vostan	387	179	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Ercis	Artchesh	389	185	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Erzurum_Province	Van	Van	389	180	slave	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Fashir_Province	Goz_Beida	Goz Beida	263	0	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME large town	stone_fort_a
Fashir_Province	Bahai	Bahai	273	20	slave	500	default_title.tga	yes	Peasants	middle_eastern	village	stone_fort_a
Fashir_Province	Badi	Badi	281	3	slave	500	default_title.tga	yes	Peasants	eastern_european	-	stone_fort_a
Fayd_Province	Dawmat-al-Jandal	Dawmat-al-Jandal	373	117	slave	500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Fayd_Province	al-Anbar	al-Anbar	382	139	slave	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Fayd_Province	Hail	Ha'il	386	101	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME Town	stone_fort_a
Fayd_Province	Afif	Afif	395	76	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME town?	stone_fort_a
Fayd_Province	Unaizah	Unaizah	401	91	slave	500	default_title.tga	yes	Peasants	eastern_european	ME city	stone_fort_a
Fayd_Province	Al_Majmaah	Al Majma'ah	409	90	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME large town	stone_fort_a
Fayd_Province	Hafar_Al_Batin	Hafar Al Batin	412	108	slave	500	default_title.tga	yes	Peasants	eastern_european	ME large town	stone_fort_a
Fayd_Province	Wadi_Hanifa	Wadi Hanifa	441	50	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME Town	stone_fort_a
Fayd_Province	Al_Nayhan	Al Nahyan	463	71	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME town	stone_fort_a
Fayd_Province	Sakakah	Sakakah	375	118	slave	500	default_title.tga	yes	Peasants	eastern_european	ME castle	stone_fort_a
Fez_Province	Anfa	Anfa	82	142	moors	500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Fez_Province	Rabat	Rabat	87	146	moors	500	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Fez_Province	Sale	Salé	89	146	moors	500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Fez_Province	Meknes	Meknes	94	144	moors	500	default_title.tga	yes	Peasants	northern_european	ME citadel	stone_fort_a
Fez_Province	Safi	Safi	72	135	moors	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Fez_Province	Azemmour	Azemmour	78	141	moors	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Fez_Province	Chellah	Chellah	86	144	moors	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Fez_Province	Taza	Taza	103	147	moors	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Florence_Province	Canossa	Canossa	190	223	pisa	500	default_title.tga	yes	Peasants	northern_european	castle / N European castle	stone_fort_a
Florence_Province	Lucca	Lucca	190	220	pisa	500	default_title.tga	yes	Peasants	northern_european	city / SE	stone_fort_a
Florence_Province	Oliveto	Oliveto	192	219	pisa	500	default_title.tga	yes	Peasants	northern_european	large town / SE	stone_fort_a
Florence_Province	Colle_di_Val_d_Elsa	Colle di Val d'Elsa	194	216	pisa	500	default_title.tga	yes	Peasants	northern_european	wooden castle / SE	stone_fort_a
Florence_Province	Arezzo	Arezzo	198	216	hre	500	default_title.tga	yes	Peasants	northern_european	city / N European city	stone_fort_a
Florence_Province	Viterbo	Viterbo	200	207	papal_states	500	default_title.tga	yes	Peasants	northern_european	City / S European city	stone_fort_a
Florence_Province	Siena	Siena	196	214	slave	500	default_title.tga	yes	Peasants	greek	city / S European city	stone_fort_a
Florence_Province	Montalcino	Montalcino	197	212	slave	500	default_title.tga	yes	Peasants	greek	large town / SE	stone_fort_a
Florence_Province	Manciano	Manciano	198	208	slave	500	default_title.tga	yes	Peasants	southern_european	 / 	stone_fort_a
Florence_Province	Perugia	Perugia	201	212	slave	500	default_title.tga	yes	Peasants	greek	large city / SE	stone_fort_a
Gao_Province	Mopti	Mopti	102	13	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME large town	stone_fort_a
Gao_Province	Araouane	Araouane	107	42	slave	500	default_title.tga	yes	Peasants	eastern_european	ME town	stone_fort_a
Gao_Province	Timbuktu	Timbuktu	110	29	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME huge city	stone_fort_a
Gao_Province	Kain	Kain	112	11	slave	500	default_title.tga	yes	Peasants	eastern_european	village	stone_fort_a
Gao_Province	Gourcy	Zondoma	114	5	slave	500	default_title.tga	yes	Peasants	middle_eastern	city	stone_fort_a
Gao_Province	Ouahigouya	Ouahigouya	114	8	slave	500	default_title.tga	yes	Peasants	middle_eastern	huge city	stone_fort_a
Gao_Province	Ouagadougou	Ouagadougou	119	0	slave	500	default_title.tga	yes	Peasants	middle_eastern	huge city	stone_fort_a
Gao_Province	Tangaye	Tangaye	119	6	slave	500	default_title.tga	yes	Peasants	eastern_european	village	stone_fort_a
Gao_Province	Kukyia	Kukyia	133	16	slave	500	default_title.tga	yes	Peasants	eastern_european	-	stone_fort_a
Gao_Province	Niamey	Niamey	143	8	slave	500	default_title.tga	yes	Peasants	eastern_european	Large Town	stone_fort_a
Gao_Province	Kebbe	Kebbe	158	0	slave	500	default_title.tga	yes	Peasants	middle_eastern	city	stone_fort_a
Gao_Province	Sokoto	Sokoto	162	4	slave	500	default_title.tga	yes	Peasants	eastern_european	town	stone_fort_a
Gdansk_Province	Slupsk	Slupsk	225	307	slave	500	default_title.tga	yes	Peasants	southern_european	-	stone_fort_a
Gdansk_Province	Bytow	Bytow	227	304	slave	500	default_title.tga	yes	Peasants	northern_european	Large Town CE	stone_fort_a
Gdansk_Province	Schlochau	Schlochau	227	300	slave	500	default_title.tga	yes	Peasants	central_european	CE castle	stone_fort_a
Gdansk_Province	Kanin	Kanin	228	308	slave	500	default_title.tga	yes	Peasants	southern_european	EE 	stone_fort_a
Gdansk_Province	Naklo	Nakło	228	296	slave	500	default_title.tga	yes	Peasants	southern_european	NE town	stone_fort_a
Gdansk_Province	Starogard	Starogarda	233	303	slave	500	default_title.tga	yes	Peasants	southern_european	-	stone_fort_a
Gdansk_Province	Swiece	Swiecé	233	299	slave	500	default_title.tga	yes	Peasants	northern_european	CE Large Town	stone_fort_a
Genoa_Province	Ventimiglia	Ventimiglia	174	219	hre	500	default_title.tga	yes	Peasants	northern_european	large town / SE	stone_fort_a
Genoa_Province	Albenga	Albenga	176	220	hre	500	default_title.tga	yes	Peasants	northern_european	town / SE	stone_fort_a
Genoa_Province	Savona	Savona	178	222	hre	500	default_title.tga	yes	Peasants	northern_european	large town / SE	stone_fort_a
Genoa_Province	Babbio	Babbio	183	225	milan	500	default_title.tga	yes	Peasants	northern_european	 / 	stone_fort_a
Genoa_Province	Fornovo	Chiavari	184	222	milan	500	default_title.tga	yes	Peasants	northern_european	se castle	stone_fort_a
Genoa_Province	Lerici	Lerici	188	221	slave	500	default_title.tga	yes	Peasants	southern_european	castle / SE	stone_fort_a
Ghent_Province	Eu	Eu	137	268	england	500	default_title.tga	yes	Peasants	northern_european	NE castle	stone_fort_a
Ghent_Province	Amiens	Amiens	142	267	france	500	default_title.tga	yes	Peasants	northern_european	NE city	stone_fort_a
Ghent_Province	Therouanne	Terwaen	142	272	france	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Montdidier	Montdidier	143	265	france	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Lille	Risele	146	273	france	500	default_title.tga	yes	Peasants	northern_european	NE city	stone_fort_a
Ghent_Province	Bruges	Brucghe	147	278	france	500	default_title.tga	yes	Peasants	northern_european	NE large city	stone_fort_a
Ghent_Province	Boulogne	Boonen	138	274	england	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Abbeville	Abbekerke	139	270	england	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Aumale	Aumale	138	265	france	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Avesnes	Avenne	139	272	france	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Beauvais	Beauvais	141	263	france	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Saint_Omer	Sente Omars	142	274	france	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Lillers	Lilaer	144	272	france	500	default_title.tga	yes	Peasants	northern_european	NE town	stone_fort_a
Ghent_Province	Arras	Atracht	145	270	france	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Ypres	Ipere	145	275	france	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Tournai	Dorneke	148	272	france	500	default_title.tga	yes	Peasants	northern_european	NE city	stone_fort_a
Ghent_Province	Cambrai	Camerike	148	269	hre	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Ghent_Province	Middelburg	Middelburch	149	280	hre	500	default_title.tga	yes	Peasants	northern_european	NE large town	stone_fort_a
Gorgan_Province	Shahrabad	Shahrābād	453	170	slave	1500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Fouman	Fūmin	425	173	slave	1500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Shaft	Shaft	426	171	slave	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Rasht	Rasht	428	172	slave	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Kuchesfahan	Kūjafhān	430	173	slave	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Lahijan	Lāhījān	430	171	slave	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Rudsar	Kawtam	432	171	slave	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Gorgan_Province	Amol	Amol	446	166	slave	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Sari	Sārī	451	167	slave	1500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Chalus	Salus	439	168	slave	1500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Babol	Mamtir	448	167	slave	1500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Tasharvat	Khalkhāl	454	192	slave	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Gorgan_Province	Gorgan	Astarābād	458	170	seljuks	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Misriyan	Misriyan	458	182	slave	3000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Akhur	Akhur	458	179	slave	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Muhammadabad	Muhammadābād	460	178	slave	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Gorgan_Province	Serdar	Farāvah	467	186	slave	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Granada_Province	Gibraltar	Al Geciras	96	161	moors	500	default_title.tga	yes	Peasants	northern_european	town / ME	stone_fort_a
Granada_Province	Arcos	Arcos de le Frontera	94	164	slave	500	default_title.tga	yes	Peasants	eastern_european	Castle / ME castle	stone_fort_a
Granada_Province	Ronda	Ronda	98	164	slave	500	default_title.tga	yes	Peasants	middle_eastern	Castle / ME castle	stone_fort_a
Granada_Province	Antequera	Antequera	101	166	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Granada_Province	Loja	Loja	102	169	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Granada_Province	Alcala_la_Real	Alcalá la Real	104	170	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Granada_Province	Torrox	Torrox	104	165	slave	500	default_title.tga	yes	Peasants	middle_eastern	 / ME	stone_fort_a
Granada_Province	Salobrena	Salobrena	107	165	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Granada_Province	Gaudix	Guadix	109	169	slave	500	default_title.tga	yes	Peasants	middle_eastern	castle / ME	stone_fort_a
Granada_Province	Almeria	Al Mariyya	115	165	slave	500	default_title.tga	yes	Peasants	middle_eastern	Castle / ME castle	stone_fort_a
Gyulafehervar_Province	Deva	Déva	262	235	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Castle	stone_fort_a
Gyulafehervar_Province	Kolozsvar	Kolozsvár	265	241	hungary	500	default_title.tga	yes	Peasants	northern_european	CE City	stone_fort_a
Gyulafehervar_Province	Doboka	Doboka-vár	266	244	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Wooden castle	stone_fort_a
Gyulafehervar_Province	Turda	Torda	267	240	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Large City	stone_fort_a
Gyulafehervar_Province	Szek	Szék	268	243	hungary	500	default_title.tga	yes	Peasants	northern_european	large town	stone_fort_a
Gyulafehervar_Province	Kukullovar	Küküllővár	269	238	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Wooden castle	stone_fort_a
Gyulafehervar_Province	Beszterce	Nősen	271	245	hungary	500	default_title.tga	yes	Peasants	northern_european	large town	stone_fort_a
Gyulafehervar_Province	Radna	Radna	271	248	hungary	500	default_title.tga	yes	Peasants	northern_european	CE City	stone_fort_a
Gyulafehervar_Province	Szekelyvasarhely	Székelyvásárhely 	272	240	hungary	500	default_title.tga	yes	Peasants	northern_european	CE City	stone_fort_a
Gyulafehervar_Province	Szaszregen	Regun	274	242	hungary	500	default_title.tga	yes	Peasants	northern_european	large town	stone_fort_a
Gyulafehervar_Province	Szekelyudvarhely	Székelyudvarhely	276	238	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Large town	stone_fort_a
Gyulafehervar_Province	Gheorgheni	Szentmiklós	277	242	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Town	stone_fort_a
Gyulafehervar_Province	Brasso	Brassó	278	234	hungary	500	default_title.tga	yes	Peasants	northern_european	CE City	stone_fort_a
Gyulafehervar_Province	Kezdi	Kézdi	279	237	hungary	500	default_title.tga	yes	Peasants	northern_european	CE Large Town	stone_fort_a
Gyulafehervar_Province	Szereda	Szereda	280	240	hungary	500	default_title.tga	yes	Peasants	northern_european	CE City	stone_fort_a
Hamadan_Province	Asadabad	Asadābād	421	154	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Hamadan_Province	Sojas	Sujās	422	164	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Hamadan_Province	Zanjan	Zanjan	422	167	seljuks	6000	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Hamadan_Province	Abhar	Abhar	426	163	seljuks	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Hamadan_Province	Shahrazur	Shahrazūr	405	157	slave	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Hamadan_Province	Ilam	Elām	411	145	slave	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Hamadan_Province	Sanandaj	Sanandaj	413	157	slave	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Hamadan_Province	Kermanshah	Kirmānshāh	415	150	slave	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Hamadan_Province	Dinawar	Dīnavar	417	152	slave	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Hamadan_Province	Harsin	Harsīn	419	149	slave	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Hamadan_Province	Kangavar	Kanguvar	420	152	slave	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Hamadan_Province	Nahavand	Nihāvand	423	149	slave	1500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Heraclion_Province	Chania	Chania	273	157	byzantium	500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Heraclion_Province	Rethymnon	Rethymnon	277	156	byzantium	500	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Heraclion_Province	Lerapetra	Ierapetra	283	154	byzantium	500	default_title.tga	yes	Peasants	northern_european	Greek 	stone_fort_a
Hijr_Province	Al_Uyayna	Al-'Uyayna	416	84	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME large town	stone_fort_a
Hijr_Province	Al_Kharj	Al-Kharj	422	78	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME City	stone_fort_a
Hijr_Province	Al_Diriyah	Al-Diriyah	417	82	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME large town	stone_fort_a
Hijr_Province	Manfuha	Manfuha	419	80	slave	500	default_title.tga	yes	Peasants	eastern_european	ME Town	stone_fort_a
Homs_Province	Latakia	al-Lādhiqīyya	346	158	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Homs_Province	Jableh	Jabala	347	156	syria	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Homs_Province	Tartus	Tartūs	347	152	syria	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Homs_Province	Arqa	Arqa	348	150	syria	300	default_title.tga	yes	Peasants	northern_european	ME fortress	stone_fort_a
Homs_Province	Citadel_of_Salah_EdDin	Sahyūn	348	158	syria	600	default_title.tga	yes	Peasants	northern_european	ME citadel	stone_fort_a
Homs_Province	Masyaf	Masyāf	349	153	syria	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Homs_Province	Apamea	Afāmiyya	350	157	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Homs_Province	Shaizar	Shayzar	350	155	syria	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Homs_Province	Hama	Hamā	352	155	syria	2250	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Homs_Province	Salamiya	Salamīyya	354	155	syria	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Homs_Province	Al_Qaryatayn	al-Qaryatayn	355	149	syria	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Homs_Province	Palmyra	Tadmur	362	150	syria	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Isfahan_Province	Khurramabad	Khurramābād	423	144	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Borujerd	Burūjird	426	147	seljuks	3000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Isfahan_Province	Dezful	Dezfūl	426	136	seljuks	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Isfahan_Province	Ahwaz	Ahwāz	427	128	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Askar_Mukram	Askar Mukram	427	132	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Tustar	Tustar	429	133	seljuks	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Isfahan_Province	Ramhurmuz	Rāmhurmuz	432	128	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Idaj	Īdaj	434	132	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Asgaran	Askarān	439	140	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Isfahan_Province	Lordegan	Lurdagān	440	130	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Isfahan_Province	Tiran	Tihrān	441	139	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Isfahan_Province	Firuzan	Fīrūzān	442	141	seljuks	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Isfahan_Province	Joozdan	Jūzdān	443	138	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Isfahan_Province	Gaz	Gaz	444	140	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Izmir_Province	Geyre	Stauropolis	299	172	byzantium	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Izmir_Province	Chios	Chios	285	178	byzantium	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Izmir_Province	Mytilene	Mytilene	287	183	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Izmir_Foca	Phokaia	290	180	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Bergama	Pérgamon	291	183	byzantium	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Ephesos	Ephesos	293	174	byzantium	500	default_title.tga	yes	Peasants	northern_european	Greek citadel	stone_fort_a
Izmir_Province	Manisa	Magnesia ad Sipylum	293	180	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Aydin	Tralleis	295	175	byzantium	500	default_title.tga	yes	Peasants	northern_european	Greek citadel	stone_fort_a
Izmir_Province	Sartmahmut	Sárdeis	297	179	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Mithymna	Mithymna	285	184	byzantium	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Ikaria	Ikaria	286	172	byzantium	300	default_title.tga	yes	Peasants	northern_european	Greek town	stone_fort_a
Izmir_Province	Samos	Samos	290	173	byzantium	300	default_title.tga	yes	Peasants	northern_european	Greek town	stone_fort_a
Izmir_Province	Bodrum	Petronium	294	169	byzantium	200	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Izmir_Province	Chliara	Chliara	296	182	byzantium	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Izmir_Province	Doganyurt	Alabanda	297	172	byzantium	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Miletos	Miletos	293	172	slave	1750	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Izmir_Province	Milas	Mylasa	296	170	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Izmir_Province	Alasehir	Philadelpheia	300	177	slave	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Izmir_Province	Laodicea	Laodikeia	303	174	slave	2000	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Izmir_Province	Chonai	Chonai	305	173	slave	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Izmir_Province	Isparta	Baris	312	173	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Gemlik	Kíos	303	193	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Izmit	Nikomedeia	307	196	byzantium	2250	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Yalova	Pylai	303	195	byzantium	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Abydus	Abydos	286	190	turks	1500	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Behramkale	Apollonía	286	187	turks	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Iznik_Province	Lapseki	Lampsakos	289	192	turks	1200	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Edremit	Adramyttion	290	186	turks	300	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Biga	Pegea	292	192	turks	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Balikesir	Palaeokastron	295	187	turks	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Iznik_Province	Kyzikos	Kyzikos	296	193	turks	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Ulubad	Lopadion	298	192	turks	300	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Iznik_Province	Iznik_Bursa	Proúsa	302	191	turks	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Chalcedon	Chalkidón	303	198	turks	1750	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Cavdarhisar	Aizanoi	305	184	turks	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Iznik_Province	Kutahya	Kotyaion	308	185	turks	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Malagina	Malágina	308	194	turks	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Iznik_Province	Eskisehir	Dorylaion	311	188	turks	2000	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Iznik_Province	Bolu	Klaudiópolis	317	196	turks	2000	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Jaca_Province	Roda_de_Isabena	Roda d'Isabana	132	205	aragon	500	default_title.tga	yes	Peasants	northern_european	town / S European town	stone_fort_a
Jaca_Province	Pallars	Pallars	122	206	slave	500	default_title.tga	yes	Peasants	southern_european	town / S European town	stone_fort_a
Jaca_Province	Huesca	Huesca	126	204	slave	500	default_title.tga	yes	Peasants	middle_eastern	city / ME city	stone_fort_a
