Tree Name	Level Name	Level	City or Castle	Factions And/Or Cultures Required	Other Requirements (and / or) - see EDB (options)	wooden OR stone	Battle Building	Construction Time in Turns	Building Cost	Minimum Settlement Level	To, What, Level(s), Can, This, Building, Be, Upgraded?	Building Name on Battlemap	CENTRAL EUROPEAN	Full Description	Short Description	EASTERN EUROPEAN	Full Description	Short Description	GREEK	Full Description	Short Description	MIDDLE EASTERN	Full Description	Short Description	NORTHERN EUROPEAN	Full Description	Short Description	SOUTHERN EUROPEAN	Full Description	Short Description	STEPPE	Full Description	Short Description	ARAGON	Full Description	Short Description	ARMENIA	Full Description	Short Description	BOHEMIA	Full Description	Short Description	BYZANTIUM	Full Description	Short Description	CUMANS	Full Description	Short Description	DENMARK	Full Description	Short Description	EGYPT	Full Description	Short Description	ENGLAND	Full Description	Short Description	FRANCE	Full Description	Short Description	GEORGIA	Full Description	Short Description	HRE	Full Description	Short Description	HUNGARY	Full Description	Short Description	KIEV	Full Description	Short Description	LITHUANIA	Full Description	Short Description	MILAN	Full Description	Short Description	MOORS	Full Description	Short Description	NORWAY	Full Description	Short Description	NOVGOROD	Full Description	Short Description	PAPAL_STATES	Full Description	Short Description	PISA	Full Description	Short Description	POLAND	Full Description	Short Description	PORTUGAL	Full Description	Short Description	SCOTLAND	Full Description	Short Description	SELJUKS	Full Description	Short Description	SICILY	Full Description	Short Description	SLAVE	Full Description	Short Description	SPAIN	Full Description	Short Description	SWEDEN	Full Description	Short Description	SYRIA	Full Description	Short Description	TURKS	Full Description	Short Description	VENICE	Full Description	Short Description
slave_trade_muslim	slave_trade	3	city	middle_eastern, steppe,	and event_counter is_player_autonomy 0	wooden	-	6	2000	city	slave_emporium	Slave Trader	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Slave Trader	Slave trade	Slave trade	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Slave Trader	Slave Trade	Slave Trade	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slave_trade_muslim	slave_emporium	4	city	middle_eastern, steppe,	and event_counter is_player_autonomy 0	stone	-	8	2500	city	-	Slave Emporium	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Slave Emporium	Slave emporium	Slave emporium	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Slave Emporium	Slave Emporium	Slave Emporium	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Shrines	1	city	slave,	and building_present_min_level hinterland_pagan_mound pagan_mound and hidden_resource slav_pagan and event_counter is_player_autonomy 0	wooden	-	10	1	village	Sacred_Grove	Shrines	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Shrines	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Sacred_Grove	2	city	slave,	and event_counter is_player_autonomy 0	wooden	-	10	1	town	Temple	Sacred_Grove	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Sacred_Grove	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Temple	3	city	slave,	and event_counter is_player_autonomy 0	wooden	-	3	500	large_town	Sventevith, Chernobog, Rugiewit, Ziva	Temple	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Temple	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Sventevith	4	city	slave,	and event_counter is_player_autonomy 0	wooden	-	3	500	city	-	Sventevith	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Sventevith	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Chernobog	5	city	slave,	and event_counter is_player_autonomy 0	wooden	-	3	500	city	-	Chernobog	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Chernobog	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Rugiewit	6	city	slave,	and event_counter is_player_autonomy 0	wooden	-	3	500	city	-	Rugiewit	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Rugiewit	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slavic_pagan	Ziva	7	city	slave,	and event_counter is_player_autonomy 0	wooden	-	3	500	city	-	Ziva	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Ziva	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	craft_guild	1	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	1	500	town	tanners_guild	Craft Guilds	Craft Guilds	In order for a region to have the full infrastructure to re-equip and maintain a large military force with armour, swords or even shoe hundreds of warhorses and packhorses on a regular basis- there needed to be a simpler basic foundation. Without proper access to more civil trades such as forestry- there could be no blacksmithing. Forestry was only one of the crafts that was needed to support more developed military logistics. Foresters would not only select, cultivate and shape wood for use in weapons such as spears and warmachines but also for making the buildings that would be used for firepits and furnaces that blacksmiths would need. Foresters would also constantly deliver charcoal, created via a highly skilled and patient process of smouldering wood in a confined container. Charcoal was the primary fuel used in forges that blacksmiths used to maintain and even, steady temperature in the fire to allow him to form his ironwork. Once the basic trades, crafts and merchants were in place- then the development of military support could begin.	Craft Guilds	NOT USED	NOT USED	NOT USED	Craft Guilds	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Craft Guilds	In order for a region to have the full infrastructure to re-equip and maintain a large military force with armour, swords or even shoe hundreds of warhorses and packhorses on a regular basis- there needed to be a simpler basic foundation. Without proper access to more civil trades such as forestry- there could be no blacksmithing. Forestry was only one of the crafts that was needed to support more developed military logistics. Foresters would not only select, cultivate and shape wood for use in weapons such as spears and warmachines but also for making the buildings that would be used for firepits and furnaces that blacksmiths would need. Foresters would also constantly deliver charcoal, created via a highly skilled and patient process of smouldering wood in a confined container. Charcoal was the primary fuel used in forges that blacksmiths used to maintain and even, steady temperature in the fire to allow him to form his ironwork. Once the basic trades, crafts and merchants were in place- then the development of military support could begin.	Craft Guilds	Craft Guilds	In order for a region to have the full infrastructure to re-equip and maintain a large military force with armour, swords or even shoe hundreds of warhorses and packhorses on a regular basis- there needed to be a simpler basic foundation. Without proper access to more civil trades such as forestry- there could be no blacksmithing. Forestry was only one of the crafts that was needed to support more developed military logistics. Foresters would not only select, cultivate and shape wood for use in weapons such as spears and warmachines but also for making the buildings that would be used for firepits and furnaces that blacksmiths would need. Foresters would also constantly deliver charcoal, created via a highly skilled and patient process of smouldering wood in a confined container. Charcoal was the primary fuel used in forges that blacksmiths used to maintain and even, steady temperature in the fire to allow him to form his ironwork. Once the basic trades, crafts and merchants were in place- then the development of military support could begin.	Craft Guilds	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	tanners_guild	2	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	1	500	large_town	blacksmiths_guild	Tanners’ Guild	Tanners’ Guild	Producing leather tans and hides for armour was a lengthy and highly skilled process, that if needed to equip an army -not just with simple body armour, but with grips for weapons such as swordhilts, making saddles, bridles, straps for steel harnesses, quivers for bows, etc a whole factory was required to support such a demand. A guild of tanners would combine the various tanners shops in a settlement and govern them to work in cohesion, to delegate work fairly and ensure a proper quota of quality and quantity was fulfilled for the local lords.	Tanners’ Guild	NOT USED	NOT USED	NOT USED	Tanners’ Guild	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Tanners’ Guild	Producing leather tans and hides for armour was a lengthy and highly skilled process, that if needed to equip an army -not just with simple body armour, but with grips for weapons such as swordhilts, making saddles, bridles, straps for steel harnesses, quivers for bows, etc a whole factory was required to support such a demand. A guild of tanners would combine the various tanners shops in a settlement and govern them to work in cohesion, to delegate work fairly and ensure a proper quota of quality and quantity was fulfilled for the local lords.	Tanners’ Guild	Tanners’ Guild	Producing leather tans and hides for armour was a lengthy and highly skilled process, that if needed to equip an army -not just with simple body armour, but with grips for weapons such as swordhilts, making saddles, bridles, straps for steel harnesses, quivers for bows, etc a whole factory was required to support such a demand. A guild of tanners would combine the various tanners shops in a settlement and govern them to work in cohesion, to delegate work fairly and ensure a proper quota of quality and quantity was fulfilled for the local lords.	Tanners’ Guild	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	blacksmiths_guild	3	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	2	4000	city	armourers_workshop	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	NOT USED	NOT USED	NOT USED	Blacksmiths’ Guild	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	Blacksmiths’ Guild	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	armourers_workshop	4	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	3	4000	large_city	swordsmiths_guild, military_forge	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	NOT USED	NOT USED	NOT USED	Armourer’s Workshop	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	Armourer’s Workshop	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	swordsmiths_guild	5	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	4	6000	huge_city	-	Swordsmiths' Guild	Swordsmiths' Guild	Naturally, as the demand for increasingly stronger weapons continues to grow, the number of men working to master the art of metallurgy and weaponsmithing grow too, in time large enough to form a Swordsmiths’ Guild. The members are highly skilled smiths who pride themselves on being able to improve the standard weaponry of standing armies.	A Swordsmiths' Guild house allows trained melee units to upgrade their weaponry by retraining in the same settlement.	NOT USED	NOT USED	NOT USED	Swordsmiths' Guild	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Swordsmiths' Guild	Naturally, as the demand for increasingly stronger weapons continues to grow, the number of men working to master the art of metallurgy and weaponsmithing grow too, in time large enough to form a Swordsmiths’ Guild. The members are highly skilled smiths who pride themselves on being able to improve the standard weaponry of standing armies.	A Swordsmiths' Guild house allows trained melee units to upgrade their weaponry by retraining in the same settlement.	Swordsmiths' Guild	Naturally, as the demand for increasingly stronger weapons continues to grow, the number of men working to master the art of metallurgy and weaponsmithing grow too, in time large enough to form a Swordsmiths’ Guild. The members are highly skilled smiths who pride themselves on being able to improve the standard weaponry of standing armies.	A Swordsmiths' Guild house allows trained melee units to upgrade their weaponry by retraining in the same settlement.	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	military_forge	6	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	4	2000	huge_city	principle_armoury	Military Forge	Military Forge	Military Forge	Military Forge	NOT USED	NOT USED	NOT USED	Military Forge	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Military Forge	Military Forge	Military Forge	Military Forge	Military Forge	Military Forge	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	principle_armoury	7	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	6	2000	huge_city	artificer	Principal Armoury	Principal Armoury	Principal Armoury	Principal Armoury	NOT USED	NOT USED	NOT USED	Principal Armoury	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Principal Armoury	Principal Armoury	Principal Armoury	Principal Armoury	Principal Armoury	Principal Armoury	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith	artificer	8	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	6	4000	huge_city	-	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	NOT USED	NOT USED	NOT USED	Artificer’s Manufactorium	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	Artificer’s Manufactorium	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Jidaci	1	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	5000	village	Numuci	Jidaci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Jidaci	spearmaker	spearmaker	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Jidaci	spearmaker	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Numuci	2	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	3000	town	Ilduci	numuci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Numuci	bowmaster, bowyer	bowmaster, bowyer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Numuci	bowmaster, bowyer	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Ilduci	3	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	7000	large_town	Meseci	ilduci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Ilduci	swordsmith, sword maker	swordsmith, sword maker	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Ilduci	swordsmith, sword maker	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Meseci	4	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	7000	city	Temurci	meseci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Meseci	maker of swords	maker of swords	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Meseci	maker of swords	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Temurci	5	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	7000	large_city	Quyaghci	Temürci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Temürci	smith, blacksmith	smith, blacksmith	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Temürci	smith, blacksmith	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Quyaghci	6	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	2	15000	huge_city	Qoriy	quyaghci	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Quyaghci	armour maker	armour maker	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Quyaghci	armour maker	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Qoriy	7	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	5	10000	huge_city	Suke	Qoriy-a	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Qoriy-a	courtyard, headquarters office, regiment barracks	courtyard, headquarters office, regiment barracks	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Qoriy-a	courtyard, headquarters office, regiment barracks	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
smith_steppe	Suke	8	city	steppe,	and event_counter is_player_autonomy 0	wooden	-	10	5000	huge_city	-	Süke	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Süke	Great Army	Great Army	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Süke	Great Army	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
spanish_courts	Corts_Reyno	1	city	aragon,	and building_present_min_level royal_government Patria and hidden_resource aragon and event_counter is_player_autonomy 0	stone	-	10	5000	city	Consulat_Mar, Llibre_Usatges, Cancilleria	Corts del Reyno	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Corts del Reyno	Parliaments in the Crown of Aragon were esteemed assemblies, they were a representation of the Aragonese, Catalonian and Valencian establishments, which formed diferent "branches" of the Court that were obliged to assist the government through their representatives. At first they were only gathered by the King, but from 1283 it was obligatory for the King to gather them (every year in Aragon, every three years in Catalonia and Valencia). The main councillors who were present at the courts were voted for by the constituency, and each city and village sent representatives to the court too. 	Esteemed assemblies	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
spanish_courts	Consulat_Mar	2	city	aragon,	and event_counter is_player_autonomy 0	stone	-	6	4000	city	-	Consulat de Mar	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Consulat de Mar	This book gathered the laws and conditions of the seafaring in this port's waters, and its most famous example is found in Barcelona. The full title in Catalan is Les costums marítimes de Barcelona universalment conegudes per Llibre del Consolat de mar, or "The maritime customs of Barcelona universally known as the Book of the Consulate of the Sea". The earliest extant printed edition of the work (Barcelona, 1494) is without a title-page or frontispiece, but it is described by the above-mentioned title in the epistle dedicatory prefixed to the table of contents. The only known copy of this edition (as of 1911) is preserved in the Bibliothèque nationale de France in Paris. The epistle dedicatory states that the work is an amended version of the Book of the Consulate of the Sea, compiled by Francis Celelles with the assistance of numerous shipmasters and merchants well versed in maritime affairs.	Book of the Consulate of the Sea	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
