Reference Name	English Names (more or less)	In-game Name (Native Name)	In-game Description	In-game Summary Description	Broad Role	Explanation of the Unit	Building to be Assigned To	Hidden Resource Req?	Availability	Where is the unit From?	Era of Availability	General Unit?	Social Class	Function	Formation	Equipment	First Weapon	Secondary Weapon	Placeholder Unit	Placeholder Weapons	Extra Info	Reference Imagery	Category	Class	Unit's voice	Accent	Banner of Faction	Crusade Banner	Unit Size	Soldier Model	Number of Soliders	Extra Animals Engines	Mass of Infantry	Officers Models			Type of Ship	Type of Engine	Type of Animals	Type of Mount	Bonus Against	Abilities	Misc Attributes	Normal Spacing	Loose Spacing	Default No. of Ranks	Formation (1-2)	hp	Mount hp	Primary Weapon Attack	Charge Bonus	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Secondary Weapon Attack	Charge	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Armour	Def Skill	Shield	Sound When Hit	Animal Mount Armour	Def Skill	Sound When Hit	Fatigue in Heat	Scrub Mod	Sand Mod	Forest Mod	Snow Mod	Grade of Unit (1-5)	Morale	Discipline	Training	Distance to Charge	Delay Between Anims	Suggested Price	Suggested Upkeep	Recruitment Time	Unit Price	Upkeep Cost	Weapon Upgrade Cost	Armour Upgrade Cost	Custom Battle Cost	Custom Battle Max	Custom Battle Increase	Minimum Soldiers	Smith Levels Needed	Models	Ownership Factions and/or Cultures	Ownership for MP Early Era	Ownership for MP High Era	Ownership for MP Late Era	Priority in Recruitment	Unit Speed Modificator
serbian_town_watch	Serbian Town watch	Gradska Straza	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	cheap, large unit, quick respawn	-	-	Regional Rebels	Zadar, Ragusa, Zagreb, Belgrade, Ras	All	-	freemen	normal		BASE:padded leather, UP1: gambesone, UP2: mail, UP3: none, SHIELD: Kite, HELMET: yes	Composite bow	shortsword	-	-	-	http://upload.wikimedia.org/wikipedia/commons/2/26/Chronicon_Pictum_P113_Az_aradi_v%C3%A9res_gy%C5%B1l%C3%A9s.JPG	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	500	500	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	slave, hungary	slave	slave	slave	-	1
serbo_balkan_infantry	Serbian foot soldiers	Vojnici	Small landowners formed militia and levy retinues throughout the various voivodeships in the Balkans including Serbia, Bulguria and Wallachia. They were a common rank and file of the organised armies and defence forces.	PLACEHOLDER LIGHT INFANTRY	light infantry	sergeant spearmen	-	-	Regional Rebels	-	all	-	freemen	superior		BASE: mail/lamellar, UP1:  mail/lamellar upgraded, UP2: none, UP3: none, SHIELD: , HELMET: 	infantry spear	shortsword	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	slave	slave	slave	slave	-	1
sfaxioti	Missile Cavalry	Sfaxioti	From Sfakia in Greece, they were mercenaries like the Stradiotti Cavalry. They were very popular with nations like the Venetians who due to their homelands lacked any real cavalry. 	Missile Cavalry.	horse archers	cheap, large unit, quick respawn	-	-	All	Crete	All	-	freemen	elite		BASE:none, UP1: leather, UP2: none, UP3: none, SHIELD: targe, HELMET: no	Shortbow	military dagger	skythikon	bow/sword	-	http://www.wikigallery.org/paintings/25---1-25-5--/25--11/painting1.jpg	cavalry	missile	light	English	main_missile	-	100	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	cantabrian	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	-	3	normal	untrained	45	0	1500	800	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	all, slave	all, slave	all, slave	all, slave	-	1
sicilian_retinue	Sicilian Armed following	Comitiva	These were a precursor to the Condottieri of the north, they were basically private armies employed by smaller landowners and lesser nobles to protect their personal assets and local territories. They could also be seen as the spearhead of urban militias and levies in the defence of a city. It is likely that their mercenary qualities arose from the troubled and changeable governments of Sicily, responding to each invading aristocracy from the Byzantines, Saracens, Normans, Aragonese, Germans and French. In this way, local armies were much more common than an allegiance to a national army.	PLACEHOLDER HEAVY CAVALRY	heavy cavalry	medium size, expensive, good skills	-	-	Sicily	Sicily, Taranto	high, late	yes	freemen	elite		BASE:mail and coat of plates, UP1: plate, UP2: none, UP3: none, SHIELD: , HELMET: 	lance	cinquedea 	chivalric knights	lance/sword	none for now	http://farm3.static.flickr.com/271-/4-43117876_531ee82f22_o.jpg	cavalry	heavy	heavy	English	main_cavalry	-	-	Feudal_Knights	32	0	1	-	-	-	-	-	-	barded horse	elephant -4, camel -4	wedge?	sea_faring, hide_forest, hardy, can_withdraw, can_formed_charge, knight, general_unit	2, 4.4	3, 6	2	square, wedge	1	0	10	6	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	11	4	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	5	4	metal	0	0	flesh	5	0	-2	-4	0	-	9	impetuous	trained	45	0	3500	1250	1	730	250	120	95	730	4	180	-	3, 4	Feudal_Knights	sicily	sicily	sicily	sicily	-	1
sicilian_spearmen	Sicilian Nightwatch	Xurteri	Night-watch militia companies in Palermo	PLACEHOLDER LIGHT INFANTRY	light infantry	pavisse militia, small unit, slow respawn, above average upkeep, good morale	-	-	Sicily	Palermo	high, late	-	freemen	normal		BASE:gambeson, UP1: mail/brigandine, UP2: none, UP3: none, SHIELD: , HELMET: 	infantry spear	estoc	spear militia	spear	none for now	http://houseasgard.com/asgardpic/armorh/gulfwars-3.jpg	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	nothing special	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	sicily	sicily	sicily	sicily	-	1
spanish_militia	Policial militia	Cuadrilla de la Santa Hermandad	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Militia in charge of defense against bandits and rebels	-	-	Leon-Castille	factional	high-	-	freemen	militia		BASE:sleeveless leather vest over a green shirt, UP1: none, UP2: none, UP3: none, SHIELD: , HELMET: 	Light crossbow	shortsword	crossbow militia	crossbow/knife	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	bonus against rebels, bonus fighting in mountains and forests	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	500	500	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	spain	spain	spain	spain	-	1
st_thomas_longbowmen	st thomas longbowmen sergeants	Sergeants of St Thomas at Acon	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	national monastic order knights, expensive, smaller unit, small pool	-	-	England, *KoJ*	(requires post crusade)	mid/late	-	freemen	elite		BASE:padded leather , UP1: mail, UP2: heavy mail, UP3: none, SHIELD: heater, HELMET: yes	longbow	estoc	yeoman archers	-	-	http://www.irishmasonicjewels.ie/Templar%2-Seal.jpg	infantry	missile	light	English	main_missile	-	100	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	druid	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	5	3	normal	trained	30	0	1000	850	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	england, papal_states	england, papal_states	england, papal_states	england, papal_states	-	1
sudanese_cavalry	Sudanese Arabs	Banu Kanz	The Banu Kanz (Arabic 'Sons of Kanz') were a group of Rabi'ah Arabs who emigrated to Egypt, eventually dislocating the Beja and penetrating into the desert east of the Nile around Aswan. During the period, the gold mines of the region briefly made a resurgence. In 1004 the Caliph al-Hakim bestowed the title of Kanz ad-Dawla upon the leader of the tribe for their capturing of the fugitive Abu Rakwa. In 1066, the Kanz ad-Dawla Nasir invaded Nobadia but was repulsed and had his lands raided instead. Still, the family became an important power in the region, gaining control of the Aswan region and achieving nominal independence before being defeated by the Ayyubids under Shams ad-Dawla Turanshah, Saladin's brother, in AD 1173.	PLACEHOLDER LIGHT CAVALRY	light cavalry	huge unit, cheap, high morale	-	-	Regional Rebels	Aswan_Province	all	yes	Freemen	superior		BASE:none, UP1: leather, UP2: padded, UP3: none, SHIELD: , HELMET: 	Assegai javelin	Lanzalonga	-	-	-	-	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	3500	1250	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	slave	slave	slave	slave	-	1
sudani_heavy_spearmen	Sudani Guard	Haras as-Sudani	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Caliphal palace guards, cheap, large	-	-	Egypt	-	-	yes	freemen	elite		BASE:mail, UP1: , UP2: , UP3: , SHIELD: large round shield, HELMET: yes	infantry spear	-	our own	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1500	875	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	egypt	egypt	egypt	egypt	-	1
sultan_foot_guard	Sultan's Footguards	Tabar'Dareyyah	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	Sultan's Guard, cheap, large	-	-	Seljuks, Turks, Syria	-	-	yes	freemen	trained		BASE:padded leather , UP1: mail, UP2: heavy mail, UP3: none, SHIELD: heater, HELMET: yes	military axe twohander	-	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	-	-	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	seljuks, turks, syria	seljuks, turks, syria	seljuks, turks, syria	seljuks, turks, syria	-	1
sultan_mounted_guard	Sultan's Personal Guard/Chosen Men	Müfredân	PLACEHOLDER HEAVY CAVALRY	PLACEHOLDER HEAVY CAVALRY	heavy cavalry	Sultan's Guard, cheap, large	-	-	Seljuks, Turks	-	-	yes	freemen	elite		BASE:heavy lamellar, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	lance	Sayf	-	-	-	-	cavalry	heavy	heavy	English	main_cavalry	-	200!	Feudal_Knights	32	0	1	-	-	-	-	-	-	barded horse	elephant -4, camel -4	-	sea_faring, hide_forest, hardy, can_withdraw, can_formed_charge, knight, general_unit	2, 4.4	3, 6	2	square, wedge	1	0	10	6	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	11	4	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	5	4	metal	0	0	flesh	5	0	-2	-4	0	-	9	impetuous	trained	45	0	-	-	1	730	250	120	95	730	4	180	-	3, 4	Feudal_Knights	seljuks, turks	seljuks, turks	seljuks, turks	seljuks, turks	-	1
supply_train	Baggage Train	Baggage Train	This represents the logistical supplies that armies carried into the field, whilst the army has this movement is limited but logistical traits remain high.	This represents the logistical supplies that armies carried into the field, whilst the army has this movement is limited but logistical traits remain high.	siege	This represents the logistical supplies that armies carried into the field, whilst the army has this movement is limited but logistical traits remain high.	-	-	all, not Steppe	all	all	-	freemen	elite		BASE:n/a, UP1: n/a, UP2: n/a, UP3: n/a, SHIELD: n/a, HELMET: n/a	n/a	n/a	wagon fort	-	-	-	siege	missile	heavy	English	main_infantry	-	-	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	limited recruitment	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	northern_european, southern_european, central_european, greek, eastern_european, middle_eastern	northern_european, southern_european, central_european, greek, eastern_european, middle_eastern	northern_european, southern_european, central_european, greek, eastern_european, middle_eastern	northern_european, southern_european, central_european, greek, eastern_european, middle_eastern	-	1
swedish_gunners	Swedish hand cannons	Bössor	Bössor were an attempt made by the Swedish monarchy to assert their grasp on modern warfare and equipment. The gunpowder technology was a veritable arms race that was encouraging all nations to out-do the other in quality and quantity. Sweden's answer to this problem was the bössa, a weapon which most other countries used as a light artillery unit mounted on ships or fortifications, or even vehicles. This was, to all intents and purposes a heavy weapon, its rather formidable power and expense meant that only highly trained specialists were entrusted to operate them.	PLACEHOLDER GUNNERS	gunners	heavy guns	-	-	Sweden	factional	late	-	freemen	elite		BASE:gambeson, UP1: heavy mail, UP2: partial plate, UP3: none, SHIELD: , HELMET: 	handcannon	estoc	hand gunners	hand gun/sword	-	http://4.bp.blogspot.com/_xHy3j58l--c/TL1US-VljoI/AAAAAAAAAzQ/SoqWpnT3dAg/s16--/Lgehumble_14--.jpg	infantry	missile	light	English	main_missile	-	-	Hand_Gunners	48	0	0.8	-	-	-	-	-	-	-	-	slow reload, can't run. long range, heavy damage, inaccurate	sea_faring, hide_forest, can_withdraw, gunpowder_unit, gunmen, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	13	2	hand_gun_bullet	55	20	missile	missile_gunpowder	piercing	none	, musket_shot_set,	25	1	-	-	-	ap	11	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	6	0	metal	0	0	flesh	5	1	-2	3	2	-	5	normal	trained	30	0	5000	2000	1	650	150	75	55	650	4	160	-	3, 4	Hand_Gunners	sweden	sweden	sweden	sweden	-	1
swedish_heathens	Heathen freemen	Heiðningar	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	pagan resistance fighters	-	-	Sweden	Uppsala, Skara, Linköping, Trondheim	early	-	freemen	trained		BASE:mail, UP1: heavy mail/lamellar, UP2: none, UP3: , SHIELD: , HELMET: 	Angon javelin	infantry spear	dismounted housecarls	axe	-	http://cdn.wn.com/pd/b7/3-/8d8fdf92a6b2dd64374e-3ee26e2_grande.jpg	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	druid, hide, bonus in snow, woods etc	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	sweden	sweden	sweden	sweden	-	1
swedish_royal_cav	Swedish royal police	Fogdhemænn	The Fogde was the Crown's means of enforcing taxes and tithes, overseeing feudal systems such as scutage and seeing that knights carried out their feudal military services. These men were a form of henchmen, they would act on behalf of the king as custodians, bringing otherwise unruly nobles to heel. They would act as armed escorts to prisoners such as rebel lords, and form a contingent around a loyalist 'judex' or judge that was sent into the outlands or provinces to perform justice. 	PLACEHOLDER HEAVY INFANTRY	heavy infantry	small uncommon unit, high upkeep	-	-	Sweden (Kalmar Union)	factional	mid, late	yes	freemen	trained		BASE:mail and gambeson, UP1: heavy mail, UP2: partial plate, UP3: none, SHIELD: , HELMET: 	guisarme	swords/misericord dagger	obudshire	poleram	-	http://saesferd.files.wordpress.com/2-1-/11/king-arthur-manuscript-kn---6.jpg?w=3--&h=18-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	armour piercing	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1500	875	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	sweden, denmark	sweden, denmark	sweden, denmark	sweden, denmark	-	1
swiss_halberdiers	Swiss Halberdiers	Vorhut	The Swiss confederacies developed high-quality militias to defend their little independent localitites, in time they were so skilled that they offered their services abroad notably participating in the 100 Years War and the Burgundian Wars. They were well-placed to fight for the Empire, the Italian States and for the English, Burgundians or French in France itself. Vorhut applies to a spearhead unit, for which the mercenaries were often used.	PLACEHOLDER HEAVY INFANTRY	heavy infantry	large unit, good defence, good morale	-	-	Rebels/Mercenaries	Basel, Turin, Verona, Lyon, Wien, Dijon	late	yes	freemen	elite		BASE:gambeson/mail, UP1: partial plate, UP2: none, UP3: none, SHIELD: , HELMET: 	halberd	estoc	halberd militia	halberd	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	phalanx	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1500	875	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	all, slave	all, slave	all, slave	all, slave	-	1
syrian_foot_archers	Syrian Foot Archers	Uqjiyya	Foot archers known to be used as a garrison under Qalawun after conquering Marqab from the Franks in 1285	PLACEHOLDER ARCHER UNIT	archers	large cheap unit, good morale	-	-	Syria	-	-	-	freemen	army		BASE:none, UP1: leather, UP2: padded, UP3: none, SHIELD: , HELMET: 	Composite bow	infantry spear	-	-	-	-	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	-	1
syrian_infantry	Syrian Infantry	Rajjála	Infantry known to be fielded under Emirs of Baybars and Qalawun, and saw action in assaulting the Frankish held town of Qusayr outside of Antioch around 1275. Rájil were specifically 'foot' soldiers, and Sunqur al-Ashqar governor of Damascus and ruler of Syria called up his Rajjála kathíra from Aleppo, Homs and and the hills of Baalbek.	PLACEHOLDER HEAVY INFANTRY	heavy infantry	heavy spearmen	-	-	Syria	-	-	-	freemen	army		BASE:gambeson, UP1: mail, UP2: heavy mail, UP3: none, SHIELD: yesk, HELMET: yes	Lanzalonga	Sayf	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	-	-	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	syria, papal_states, sicily, byzantium, 	-	1
syrian_skirmishers	Syrian Volunteers	Jarwajaraya	It is unclear to which group these people belonged it is thought that during Saladin's time there were volunteers that rallied to his cause either for religious, social or economic reasons effected by the huge pressures on the world of Islam at that time. It is possible that the Muslim peoples assailed by invaders around the borders of Syria, Armenia and Persia were the main origins of the Jarwajaraya. Nonetheless they were light auxilliaries and despite having limited abilities were able to fill out a great deal of the infantry bulk very quickly.	PLACEHOLDER LIGHT INFANTRY	light infantry	large, cheap, quick recruit	-	-	Syria, Egypt	-	-	-	freemen	levy		BASE:unarmored, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	Javelin	shortsword	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	50	800	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	syria, egypt, papal_states, sicily, byzantium, 	syria, egypt, papal_states, sicily, byzantium, 	syria, egypt, papal_states, sicily, byzantium, 	syria, egypt, papal_states, sicily, byzantium, 	-	1
szekelers	szekelers	Székely Lövők	PLACEHOLDER HORSE ARCHERS	PLACEHOLDER HORSE ARCHERS	horse archers	smaller unit, cheap, limited recruitment, high stats	-	-	hungary	-	all	yes	freemen	elite		BASE:gambeson, UP1: mail, UP2: heavy mail, UP3: none, SHIELD: yesk, HELMET: yes	Nomad bow	scimitar	-	-	communes_mounted_peasants	-	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	cantabrian	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	cav_composite_arrow	125	25	melee	missile_mechanical	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	-	-	1	280	150	90	70	280	4	70	-	0, 1, 2	Cuman_Horse_Archers	hungary	hungary	hungary	hungary	-	1
table_cannon	Table Cannon	Pot-de-fer	The pot-de-fer was first depicted in a manuscript, De officiis regum of 1326, by Walter de Millimete, an illuminated manuscript of 1327 that was presented to Edward III upon his accession to the English throne. The manuscript shows a large vase lying on a table, with an armored man behind it holding a rudimentary linstock near the bottom (in this case the linstock would have held a red-hot wire, heated in a brazier, rather than a slow match). A bolt, called a garrot, protrudes from the muzzle. Although illustrated in the treatise, no explanation or description was given. The pot-de-fer was used by the French in the Hundred Years' War in a raid on Southampton and in battles in Périgord, Cambrai, and Quesnoy. They may also have been used against the Scottish by the English. An early reference to the name in French is as pot de fer a traire garros (an iron jug for throwing arrows). Such a 'pot de fer' had a bottle shape, which may have suggested its name.	PLACEHOLDER SIEGE ENGINE	siege	cheap, poor range/attack, common	-	-	NE		late	-	freemen	army			Pot-de-fer	arming sword	-	-	-	-	siege	missile	heavy	English	main_infantry	-	small	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	-	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	100	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	5	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	england, scotland, france	england, scotland, france	england, scotland, france	england, scotland, france	-	1
